name,species,height,weight,hp,attack,defence,sp_attack,sp_defence,speed,type1,type2,ability1,ability2,hidden_ability,pokedex,genus,capture_rate,color,shape,is_baby,is_legendary,is_mythical,generation,egg_group1,egg_group2,is_mega
bramblin,bramblin,6,6,40,65,30,45,35,60,grass,ghost,wind-rider,infiltrator,,946,,190,brown,,False,False,False,9,plant,,False
brambleghast,brambleghast,12,60,55,115,70,80,70,90,grass,ghost,wind-rider,infiltrator,,947,,45,brown,,False,False,False,9,plant,,False
toedscool,toedscool,9,330,40,40,35,50,100,70,ground,grass,mycelium-might,mycelium-might,,948,,190,yellow,,False,False,False,9,plant,,False
toedscruel,toedscruel,19,580,80,70,65,80,120,100,ground,grass,mycelium-might,mycelium-might,,949,,90,black,,False,False,False,9,plant,,False
klawf,klawf,13,790,70,100,115,35,55,75,rock,,anger-shell,shell-armor,regenerator,950,,120,red,,False,False,False,9,water3,,False
capsakid,capsakid,3,30,50,62,40,62,40,50,grass,,chlorophyll,insomnia,klutz,951,,190,green,,False,False,False,9,plant,,False
scovillain,scovillain,9,150,65,108,65,108,65,75,grass,fire,chlorophyll,insomnia,moody,952,,75,green,,False,False,False,9,plant,,False
rellor,rellor,2,10,41,50,60,31,58,30,bug,,compound-eyes,shed-skin,,953,,190,brown,,False,False,False,9,bug,,False
rabsca,rabsca,3,35,75,50,85,115,100,45,bug,psychic,synchronize,telepathy,,954,,45,green,,False,False,False,9,bug,,False
flittle,flittle,2,15,30,35,30,55,30,75,psychic,,anticipation,frisk,speed-boost,955,,120,yellow,,False,False,False,9,flying,,False
espathra,espathra,19,900,95,60,60,101,60,105,psychic,,opportunist,frisk,speed-boost,956,,60,yellow,,False,False,False,9,flying,,False
tinkatink,tinkatink,4,89,50,45,45,35,64,58,fairy,steel,mold-breaker,own-tempo,pickpocket,957,,190,pink,,False,False,False,9,fairy,,False
tinkatuff,tinkatuff,7,591,65,55,55,45,82,78,fairy,steel,mold-breaker,own-tempo,pickpocket,958,,90,pink,,False,False,False,9,fairy,,False
tinkaton,tinkaton,7,1128,85,75,77,70,105,94,fairy,steel,mold-breaker,own-tempo,pickpocket,959,,45,pink,,False,False,False,9,fairy,,False
wiglett,wiglett,12,18,10,55,25,35,25,95,water,,gooey,rattled,sand-veil,960,,255,white,,False,False,False,9,water3,,False
wugtrio,wugtrio,12,54,35,100,50,50,70,120,water,,gooey,rattled,sand-veil,961,,50,red,,False,False,False,9,water3,,False
bombirdier,bombirdier,15,429,70,103,85,60,85,82,flying,dark,big-pecks,keen-eye,rocky-payload,962,,25,white,,False,False,False,9,flying,,False
finizen,finizen,13,602,70,45,40,45,40,75,water,,water-veil,water-veil,,963,,200,blue,,False,False,False,9,ground,water2,False
palafin,palafin,13,602,100,70,72,53,62,100,water,,zero-to-hero,zero-to-hero,,964,,45,blue,,False,False,False,9,ground,water2,False
palafin-hero,palafin,18,974,100,160,97,106,87,100,water,,zero-to-hero,zero-to-hero,,964,,45,blue,,False,False,False,9,ground,water2,False
varoom,varoom,10,350,45,70,63,30,45,47,steel,poison,overcoat,slow-start,,965,,190,gray,,False,False,False,9,mineral,,False
revavroom,revavroom,18,1200,80,119,90,54,67,90,steel,poison,overcoat,filter,,966,,75,gray,,False,False,False,9,mineral,,False
cyclizar,cyclizar,16,630,70,95,65,85,65,121,dragon,normal,shed-skin,regenerator,,967,,190,green,,False,False,False,9,ground,,False
orthworm,orthworm,25,3100,70,85,145,60,55,65,steel,,earth-eater,sand-veil,,968,,25,pink,,False,False,False,9,ground,,False
glimmet,glimmet,7,80,48,35,42,105,60,60,rock,poison,toxic-debris,corrosion,,969,,70,blue,,False,False,False,9,mineral,,False
glimmora,glimmora,15,450,83,55,90,130,81,86,rock,poison,toxic-debris,corrosion,,970,,25,blue,,False,False,False,9,mineral,,False
greavard,greavard,6,350,50,61,60,30,55,34,ghost,,pickup,fluffy,,971,,120,white,,False,False,False,9,ground,,False
houndstone,houndstone,20,150,72,101,100,50,97,68,ghost,,sand-rush,fluffy,,972,,60,white,,False,False,False,9,ground,,False
flamigo,flamigo,16,370,82,115,74,75,64,90,flying,fighting,scrappy,tangled-feet,costar,973,,100,pink,,False,False,False,9,flying,,False
cetoddle,cetoddle,12,450,108,68,45,30,40,43,ice,,thick-fat,snow-cloak,sheer-force,974,,150,white,,False,False,False,9,ground,,False
cetitan,cetitan,45,7000,170,113,65,45,55,73,ice,,thick-fat,slush-rush,sheer-force,975,,50,white,,False,False,False,9,ground,,False
veluza,veluza,25,900,90,102,73,78,65,70,water,psychic,mold-breaker,sharpness,,976,,100,gray,,False,False,False,9,water2,,False
dondozo,dondozo,120,2200,150,100,115,65,65,35,water,,unaware,oblivious,water-veil,977,,25,blue,,False,False,False,9,water2,,False
tatsugiri,tatsugiri,3,80,68,50,60,120,95,82,dragon,water,commander,storm-drain,,978,,100,pink,,False,False,False,9,water2,,False
tatsugiri-droopy,tatsugiri,3,80,68,50,60,120,95,82,dragon,water,commander,storm-drain,,978,,100,pink,,False,False,False,9,water2,,False
tatsugiri-stretchy,tatsugiri,3,80,68,50,60,120,95,82,dragon,water,commander,storm-drain,,978,,100,pink,,False,False,False,9,water2,,False
annihilape,annihilape,12,560,110,115,80,50,90,90,fighting,ghost,vital-spirit,inner-focus,defiant,979,,45,gray,,False,False,False,9,ground,,False
clodsire,clodsire,18,2230,130,75,60,45,100,20,poison,ground,poison-point,water-absorb,unaware,980,,90,brown,,False,False,False,9,water1,ground,False
farigiraf,farigiraf,32,1600,120,90,70,110,70,60,normal,psychic,cud-chew,armor-tail,sap-sipper,981,,45,brown,,False,False,False,9,ground,,False
dudunsparce,dudunsparce,36,392,125,100,80,85,75,55,normal,,serene-grace,run-away,rattled,982,,45,yellow,,False,False,False,9,ground,,False
dudunsparce-three-segment,dudunsparce,45,474,125,100,80,85,75,55,normal,,serene-grace,run-away,rattled,982,,45,yellow,,False,False,False,9,ground,,False
kingambit,kingambit,20,1200,100,135,120,60,85,50,dark,steel,defiant,supreme-overlord,pressure,983,,25,black,,False,False,False,9,humanshape,,False
great-tusk,great-tusk,22,3200,115,131,131,53,53,87,ground,fighting,protosynthesis,protosynthesis,,984,,30,purple,,False,False,False,9,no-eggs,,False
scream-tail,scream-tail,12,80,115,65,99,65,115,111,fairy,psychic,protosynthesis,protosynthesis,,985,,50,pink,,False,False,False,9,no-eggs,,False
brute-bonnet,brute-bonnet,12,210,111,127,99,79,99,55,grass,dark,protosynthesis,protosynthesis,,986,,50,gray,,False,False,False,9,no-eggs,,False
flutter-mane,flutter-mane,14,40,55,55,55,135,135,135,ghost,fairy,protosynthesis,protosynthesis,,987,,30,gray,,False,False,False,9,no-eggs,,False
slither-wing,slither-wing,32,920,85,135,79,85,105,81,bug,fighting,protosynthesis,protosynthesis,,988,,30,red,,False,False,False,9,no-eggs,,False
sandy-shocks,sandy-shocks,23,600,85,81,97,121,85,101,electric,ground,protosynthesis,protosynthesis,,989,,30,gray,,False,False,False,9,no-eggs,,False
iron-treads,iron-treads,9,2400,90,112,120,72,70,106,ground,steel,quark-drive,quark-drive,,990,,30,gray,,False,False,False,9,no-eggs,,False
iron-bundle,iron-bundle,6,110,56,80,114,124,60,136,ice,water,quark-drive,quark-drive,,991,,50,red,,False,False,False,9,no-eggs,,False
iron-hands,iron-hands,18,3807,154,140,108,50,68,50,fighting,electric,quark-drive,quark-drive,,992,,50,gray,,False,False,False,9,no-eggs,,False
iron-jugulis,iron-jugulis,13,1110,94,80,86,122,80,108,dark,flying,quark-drive,quark-drive,,993,,30,blue,,False,False,False,9,no-eggs,,False
iron-moth,iron-moth,12,360,80,70,60,140,110,110,fire,poison,quark-drive,quark-drive,,994,,30,yellow,,False,False,False,9,no-eggs,,False
iron-thorns,iron-thorns,16,3030,100,134,110,70,84,72,rock,electric,quark-drive,quark-drive,,995,,30,green,,False,False,False,9,no-eggs,,False
frigibax,frigibax,5,170,65,75,45,35,45,55,dragon,ice,thermal-exchange,ice-body,,996,,45,gray,,False,False,False,9,dragon,mineral,False
arctibax,arctibax,8,300,90,95,66,45,65,62,dragon,ice,thermal-exchange,ice-body,,997,,25,gray,,False,False,False,9,dragon,mineral,False
baxcalibur,baxcalibur,21,2100,115,145,92,75,86,87,dragon,ice,thermal-exchange,ice-body,,998,,10,gray,,False,False,False,9,dragon,mineral,False
gimmighoul,gimmighoul,3,50,45,30,70,75,70,10,ghost,,rattled,rattled,,999,,45,brown,,False,False,False,9,no-eggs,,False
gimmighoul-roaming,gimmighoul,1,10,45,30,25,75,45,80,ghost,,run-away,run-away,,999,,45,brown,,False,False,False,9,no-eggs,,False
gholdengo,gholdengo,12,300,87,60,95,133,91,84,steel,ghost,good-as-gold,good-as-gold,,1000,,45,yellow,,False,False,False,9,no-eggs,,False
wo-chien,wo-chien,15,742,85,85,100,95,135,70,dark,grass,tablets-of-ruin,tablets-of-ruin,,1001,,6,brown,,False,True,False,9,no-eggs,,False
chien-pao,chien-pao,19,1522,80,120,80,90,65,135,dark,ice,sword-of-ruin,sword-of-ruin,,1002,,6,white,,False,True,False,9,no-eggs,,False
ting-lu,ting-lu,27,6997,155,110,125,55,80,45,dark,ground,vessel-of-ruin,vessel-of-ruin,,1003,,6,brown,,False,True,False,9,no-eggs,,False
chi-yu,chi-yu,4,49,55,80,80,135,120,100,dark,fire,beads-of-ruin,beads-of-ruin,,1004,,6,red,,False,True,False,9,no-eggs,,False
roaring-moon,roaring-moon,20,3800,105,139,71,55,101,119,dragon,dark,protosynthesis,protosynthesis,,1005,,10,green,,False,False,False,9,no-eggs,,False
iron-valiant,iron-valiant,14,350,74,130,90,120,60,116,fairy,fighting,quark-drive,quark-drive,,1006,,10,white,,False,False,False,9,no-eggs,,False
koraidon,koraidon,25,3030,100,135,115,85,100,135,fighting,dragon,orichalcum-pulse,orichalcum-pulse,,1007,,3,red,,False,True,False,9,no-eggs,,False
koraidon-gliding-build,koraidon,35,3030,100,135,115,85,100,135,fighting,dragon,orichalcum-pulse,orichalcum-pulse,,1007,,3,red,,False,True,False,9,no-eggs,,False
koraidon-limited-build,koraidon,35,3030,100,135,115,85,100,135,fighting,dragon,orichalcum-pulse,orichalcum-pulse,,1007,,3,red,,False,True,False,9,no-eggs,,False
koraidon-sprinting-build,koraidon,35,3030,100,135,115,85,100,135,fighting,dragon,orichalcum-pulse,orichalcum-pulse,,1007,,3,red,,False,True,False,9,no-eggs,,False
koraidon-swimming-build,koraidon,35,3030,100,135,115,85,100,135,fighting,dragon,orichalcum-pulse,orichalcum-pulse,,1007,,3,red,,False,True,False,9,no-eggs,,False
miraidon,miraidon,35,2400,100,85,100,135,115,135,electric,dragon,hadron-engine,hadron-engine,,1008,,3,blue,,False,True,False,9,no-eggs,,False
miraidon-aquatic-mode,miraidon,28,2400,100,85,100,135,115,135,electric,dragon,hadron-engine,hadron-engine,,1008,,3,blue,,False,True,False,9,no-eggs,,False
miraidon-drive-mode,miraidon,28,2400,100,85,100,135,115,135,electric,dragon,hadron-engine,hadron-engine,,1008,,3,blue,,False,True,False,9,no-eggs,,False
miraidon-glide-mode,miraidon,28,2400,100,85,100,135,115,135,electric,dragon,hadron-engine,hadron-engine,,1008,,3,blue,,False,True,False,9,no-eggs,,False
miraidon-low-power-mode,miraidon,28,2400,100,85,100,135,115,135,electric,dragon,hadron-engine,hadron-engine,,1008,,3,blue,,False,True,False,9,no-eggs,,False
walking-wake,walking-wake,35,2800,99,83,91,125,83,109,water,dragon,protosynthesis,protosynthesis,,1009,,5,blue,,False,False,False,9,no-eggs,,False
iron-leaves,iron-leaves,15,1250,90,130,88,70,108,104,grass,psychic,quark-drive,quark-drive,,1010,,5,green,,False,False,False,9,no-eggs,,False
dipplin,dipplin,4,97,80,80,110,95,80,40,grass,dragon,supersweet-syrup,gluttony,sticky-hold,1011,,45,green,,False,False,False,9,,,False
poltchageist,poltchageist,1,11,40,45,45,74,54,50,grass,ghost,hospitality,heatproof,,1012,,120,green,,False,False,False,9,,,False
sinistcha,sinistcha,2,22,71,60,106,121,80,70,grass,ghost,hospitality,heatproof,,1013,,60,green,,False,False,False,9,,,False
okidogi,okidogi,18,922,88,128,115,58,86,80,poison,fighting,toxic-chain,guard-dog,,1014,,3,black,,False,True,False,9,,,False
munkidori,munkidori,10,122,88,75,66,130,90,106,poison,psychic,toxic-chain,frisk,,1015,,3,black,,False,True,False,9,,,False
fezandipiti,fezandipiti,14,301,88,91,82,70,125,99,poison,fairy,toxic-chain,technician,,1016,,3,black,,False,True,False,9,,,False
ogerpon,ogerpon,12,398,80,120,84,60,96,110,grass,,defiant,,,1017,,5,green,,False,True,False,9,,,False
ogerpon-cornerstone-mask,ogerpon,12,398,80,120,84,60,96,110,grass,rock,sturdy,,,1017,,5,green,,False,True,False,9,,,False
ogerpon-hearthflame-mask,ogerpon,12,398,80,120,84,60,96,110,grass,fire,mold-breaker,,,1017,,5,green,,False,True,False,9,,,False
ogerpon-wellspring-mask,ogerpon,12,398,80,120,84,60,96,110,grass,water,water-absorb,,,1017,,5,green,,False,True,False,9,,,False
archaludon,archaludon,20,600,90,105,130,125,65,85,steel,dragon,stamina,sturdy,stalwart,1018,,10,white,,False,False,False,9,,,False
hydrapple,hydrapple,18,930,106,80,110,120,80,44,grass,dragon,supersweet-syrup,regenerator,sticky-hold,1019,,10,green,,False,False,False,9,,,False
gouging-fire,gouging-fire,35,5900,105,115,121,65,93,91,fire,dragon,protosynthesis,,,1020,,10,brown,,False,False,False,9,,,False
raging-bolt,raging-bolt,52,4800,125,73,91,137,89,75,electric,dragon,protosynthesis,,,1021,,10,yellow,,False,False,False,9,,,False
iron-boulder,iron-boulder,15,1625,90,120,80,68,108,124,rock,psychic,quark-drive,,,1022,,10,gray,,False,False,False,9,,,False
iron-crown,iron-crown,16,1560,90,72,100,122,108,98,steel,psychic,quark-drive,,,1023,,10,blue,,False,False,False,9,,,False
terapagos,terapagos,2,65,90,65,85,65,85,60,normal,,tera-shift,,,1024,,255,blue,,False,True,False,9,,,False
terapagos-stellar,terapagos,17,770,95,95,110,105,110,85,normal,,teraform-zero,,,1024,,255,blue,,False,True,False,9,,,False
terapagos-terastal,terapagos,3,160,95,95,110,105,110,85,normal,,tera-shell,,,1024,,255,blue,,False,True,False,9,,,False
pecharunt,pecharunt,3,3,88,88,160,88,88,88,poison,ghost,poison-puppeteer,,,1025,,3,purple,,False,False,True,9,,,False
